Marca_Cod,Marca,Modelo_Cod,Modelo,Ano,Versao,Versao_Cod,Combustivel_Gasolina,Combustivel_Alcool,Consumo_Cidade_Gasolina,Consumo_Cidade_Alcool,Consumo_Estrada_Gasolina,Consumo_Estrada_Alcool,Chave_A,Chave_B,Combustivel
14,Fiat,2679,MOBI,2022,Mobi 1.0 Easy,31161,Álcool,Gasolina,9.2,13.5,10.2,15.2,14-2679-2022,14-2679-31161-2022,FLEX
15,Ford,287,KA,2017,Ka 1.0 S,30330,Álcool,Gasolina,9.2,13.4,10.7,15.5,15-287-2017,15-287-30330-2017,FLEX
36,Volkswagen,479,FUSCA,1965,Fusca 2.0 TSi DSG,25647,Gasolina,N/D,9.2,N/D,10.7,N/D,36-479-1965,36-479-25647-1965,GASOLINA
36,Volkswagen,488,PASSAT VARIANT,2015,Passat Variant 2.0 TSI DSG,18388,Gasolina,N/D,9.2,N/D,16.4,N/D,36-488-2015,36-488-18388-2015,GASOLINA
36,Volkswagen,479,FUSCA,1966,Fusca 2.0 TSi DSG,25647,Gasolina,N/D,9.2,N/D,10.7,N/D,36-479-1966,36-479-25647-1966,GASOLINA
15,Ford,287,KA,1997,Ka 1.0 S,30330,Álcool,Gasolina,9.2,13.4,10.7,15.5,15-287-1997,15-287-30330-1997,FLEX
15,Ford,287,KA,2018,Ka 1.0 S,30330,Álcool,Gasolina,9.2,13.4,10.7,15.5,15-287-2018,15-287-30330-2018,FLEX
15,Ford,287,KA,2019,Ka 1.0 S,30330,Álcool,Gasolina,9.2,13.4,10.7,15.5,15-287-2019,15-287-30330-2019,FLEX
15,Ford,287,KA,2021,Ka 1.0 S,30330,Álcool,Gasolina,9.2,13.4,10.7,15.5,15-287-2021,15-287-30330-2021,FLEX
15,Ford,287,KA,2020,Ka 1.0 S,30330,Álcool,Gasolina,9.2,13.4,10.7,15.5,15-287-2020,15-287-30330-2020,FLEX
15,Ford,287,KA,2013,Ka 1.0 S,30330,Álcool,Gasolina,9.2,13.4,10.7,15.5,15-287-2013,15-287-30330-2013,FLEX
15,Ford,2547,KA SEDAN,2021,Ka Sedan 1.0 SE,30337,Álcool,Gasolina,9.2,13.4,10.7,15.5,15-2547-2021,15-2547-30337-2021,FLEX
14,Fiat,2679,MOBI,2019,Mobi 1.0 Easy,31161,Álcool,Gasolina,9.2,13.5,10.2,15.2,14-2679-2019,14-2679-31161-2019,FLEX
15,Ford,287,KA,2000,Ka 1.0 S,30330,Álcool,Gasolina,9.2,13.4,10.7,15.5,15-287-2000,15-287-30330-2000,FLEX
15,Ford,287,KA,2001,Ka 1.0 S,30330,Álcool,Gasolina,9.2,13.4,10.7,15.5,15-287-2001,15-287-30330-2001,FLEX
15,Ford,287,KA,2002,Ka 1.0 S,30330,Álcool,Gasolina,9.2,13.4,10.7,15.5,15-287-2002,15-287-30330-2002,FLEX
15,Ford,287,KA,2003,Ka 1.0 S,30330,Álcool,Gasolina,9.2,13.4,10.7,15.5,15-287-2003,15-287-30330-2003,FLEX
15,Ford,287,KA,2004,Ka 1.0 S,30330,Álcool,Gasolina,9.2,13.4,10.7,15.5,15-287-2004,15-287-30330-2004,FLEX
15,Ford,287,KA,2005,Ka 1.0 S,30330,Álcool,Gasolina,9.2,13.4,10.7,15.5,15-287-2005,15-287-30330-2005,FLEX
15,Ford,287,KA,1999,Ka 1.0 S,30330,Álcool,Gasolina,9.2,13.4,10.7,15.5,15-287-1999,15-287-30330-1999,FLEX
14,Fiat,2679,MOBI,2017,Mobi 1.0 Easy,31161,Álcool,Gasolina,9.2,13.5,10.2,15.2,14-2679-2017,14-2679-31161-2017,FLEX
14,Fiat,2679,MOBI,2018,Mobi 1.0 Easy,31161,Álcool,Gasolina,9.2,13.5,10.2,15.2,14-2679-2018,14-2679-31161-2018,FLEX
14,Fiat,2679,MOBI,2020,Mobi 1.0 Easy,31161,Álcool,Gasolina,9.2,13.5,10.2,15.2,14-2679-2020,14-2679-31161-2020,FLEX
15,Ford,287,KA,2015,Ka 1.0 S,30330,Álcool,Gasolina,9.2,13.4,10.7,15.5,15-287-2015,15-287-30330-2015,FLEX
15,Ford,287,KA,2006,Ka 1.0 S,30330,Álcool,Gasolina,9.2,13.4,10.7,15.5,15-287-2006,15-287-30330-2006,FLEX
15,Ford,287,KA,2007,Ka 1.0 S,30330,Álcool,Gasolina,9.2,13.4,10.7,15.5,15-287-2007,15-287-30330-2007,FLEX
15,Ford,287,KA,2008,Ka 1.0 S,30330,Álcool,Gasolina,9.2,13.4,10.7,15.5,15-287-2008,15-287-30330-2008,FLEX
15,Ford,287,KA,2009,Ka 1.0 S,30330,Álcool,Gasolina,9.2,13.4,10.7,15.5,15-287-2009,15-287-30330-2009,FLEX
15,Ford,287,KA,2010,Ka 1.0 S,30330,Álcool,Gasolina,9.2,13.4,10.7,15.5,15-287-2010,15-287-30330-2010,FLEX
15,Ford,287,KA,1998,Ka 1.0 S,30330,Álcool,Gasolina,9.2,13.4,10.7,15.5,15-287-1998,15-287-30330-1998,FLEX
15,Ford,287,KA,2011,Ka 1.0 S,30330,Álcool,Gasolina,9.2,13.4,10.7,15.5,15-287-2011,15-287-30330-2011,FLEX
15,Ford,287,KA,2012,Ka 1.0 S,30330,Álcool,Gasolina,9.2,13.4,10.7,15.5,15-287-2012,15-287-30330-2012,FLEX
36,Volkswagen,479,FUSCA,1972,Fusca 2.0 TSi DSG,25647,Gasolina,N/D,9.2,N/D,10.7,N/D,36-479-1972,36-479-25647-1972,GASOLINA
36,Volkswagen,479,FUSCA,1971,Fusca 2.0 TSi DSG,25647,Gasolina,N/D,9.2,N/D,10.7,N/D,36-479-1971,36-479-25647-1971,GASOLINA
36,Volkswagen,488,PASSAT VARIANT,2013,Passat Variant 2.0 TSI DSG,14562,Gasolina,N/D,9.2,N/D,16.4,N/D,36-488-2013,36-488-14562-2013,GASOLINA
36,Volkswagen,479,FUSCA,1973,Fusca 2.0 TSi DSG,25647,Gasolina,N/D,9.2,N/D,10.7,N/D,36-479-1973,36-479-25647-1973,GASOLINA
36,Volkswagen,479,FUSCA,1977,Fusca 2.0 TSi DSG,25647,Gasolina,N/D,9.2,N/D,10.7,N/D,36-479-1977,36-479-25647-1977,GASOLINA
36,Volkswagen,479,FUSCA,1976,Fusca 2.0 TSi DSG,25647,Gasolina,N/D,9.2,N/D,10.7,N/D,36-479-1976,36-479-25647-1976,GASOLINA
36,Volkswagen,479,FUSCA,1975,Fusca 2.0 TSi DSG,25647,Gasolina,N/D,9.2,N/D,10.7,N/D,36-479-1975,36-479-25647-1975,GASOLINA
29,Peugeot,1123,3008,2019,3008 1.6 THP Griffe (Aut),28486,Gasolina,N/D,9.2,N/D,11.5,N/D,29-1123-2019,29-1123-28486-2019,GASOLINA
36,Volkswagen,479,FUSCA,1978,Fusca 2.0 TSi DSG,25647,Gasolina,N/D,9.2,N/D,10.7,N/D,36-479-1978,36-479-25647-1978,GASOLINA
36,Volkswagen,479,FUSCA,1979,Fusca 2.0 TSi DSG,25647,Gasolina,N/D,9.2,N/D,10.7,N/D,36-479-1979,36-479-25647-1979,GASOLINA
29,Peugeot,1123,3008,2018,3008 1.6 THP Griffe (Aut),27738,Gasolina,N/D,9.2,N/D,11.5,N/D,29-1123-2018,29-1123-27738-2018,GASOLINA
36,Volkswagen,479,FUSCA,1980,Fusca 2.0 TSi DSG,25647,Gasolina,N/D,9.2,N/D,10.7,N/D,36-479-1980,36-479-25647-1980,GASOLINA
36,Volkswagen,490,POLO CLASSIC,2000,Polo Classic 1.8 MI (nova s?rie),16345,Gasolina,N/D,9.2,N/D,12.1,N/D,36-490-2000,36-490-16345-2000,GASOLINA
36,Volkswagen,490,POLO CLASSIC,1998,Polo Classic 1.8 MI,17401,N/D,N/D,9.2,N/D,10.7,N/D,36-490-1998,36-490-17401-1998,N/D
36,Volkswagen,479,FUSCA,1974,Fusca 2.0 TSi DSG,25647,Gasolina,N/D,9.2,N/D,10.7,N/D,36-479-1974,36-479-25647-1974,GASOLINA
36,Volkswagen,490,POLO CLASSIC,1996,Polo Classic 1.8 MI,16381,N/D,N/D,9.2,N/D,10.7,N/D,36-490-1996,36-490-16381-1996,N/D
36,Volkswagen,479,FUSCA,2016,Fusca 2.0 TSi DSG,25647,Gasolina,N/D,9.2,N/D,10.7,N/D,36-479-2016,36-479-25647-2016,GASOLINA
17,Hyundai,2398,HB20,2022,HB20 1.0 Sense,30963,Álcool,Gasolina,9.1,12.8,10.1,14.6,17-2398-2022,17-2398-30963-2022,FLEX
17,Hyundai,2398,HB20,2019,HB20 1.0 Sense,30963,Álcool,Gasolina,9.1,12.8,10.1,14.6,17-2398-2019,17-2398-30963-2019,FLEX
30,Porsche,2715,718 CAYMAN,2020,718 Cayman 2.0,30551,Gasolina,N/D,9.1,N/D,12.2,N/D,30-2715-2020,30-2715-30551-2020,GASOLINA
36,Volkswagen,2519,UP!,2014,Up! 1.0 12v E-Flex take up! 2p,16741,Álcool,Gasolina,9.1,13.2,9.9,14.3,36-2519-2014,36-2519-16741-2014,FLEX
36,Volkswagen,488,PASSAT VARIANT,1991,Passat Variant GL 2.0 i,1939,Gasolina,N/D,9.1,N/D,15.9,N/D,36-488-1991,36-488-1939-1991,GASOLINA
27,Mitsubishi,384,LANCER,2019,Lancer 2.0 16V HL-T CVT,28912,Gasolina,N/D,9.1,N/D,10.6,N/D,27-384-2019,27-384-28912-2019,GASOLINA
27,Mitsubishi,384,LANCER,2018,Lancer 2.0 16V HL CVT,28372,Gasolina,N/D,9.1,N/D,10.6,N/D,27-384-2018,27-384-28372-2018,GASOLINA
36,Volkswagen,2519,UP!,2015,Up! 1.0 12v E-Flex take up! 2p,16741,Álcool,Gasolina,9.1,13.2,9.9,14.3,36-2519-2015,36-2519-16741-2015,FLEX
27,Mitsubishi,384,LANCER,2000,Lancer 2.0 16V HL-T CVT,28912,Gasolina,N/D,9.1,N/D,10.6,N/D,27-384-2000,27-384-28912-2000,GASOLINA
36,Volkswagen,2519,UP!,2016,Up! 1.0 12v E-Flex move up! 2p,22544,Álcool,Gasolina,9.1,13.2,9.9,14.3,36-2519-2016,36-2519-22544-2016,FLEX
36,Volkswagen,2519,UP!,2017,Up! 1.0 12v E-Flex take up! 2p,25519,Álcool,Gasolina,9.1,13.2,9.9,14.3,36-2519-2017,36-2519-25519-2017,FLEX
27,Mitsubishi,384,LANCER,1996,Lancer 2.0 16V HL-T CVT,28912,Gasolina,N/D,9.1,N/D,10.6,N/D,27-384-1996,27-384-28912-1996,GASOLINA
27,Mitsubishi,384,LANCER,1997,Lancer 2.0 16V HL-T CVT,28912,Gasolina,N/D,9.1,N/D,10.6,N/D,27-384-1997,27-384-28912-1997,GASOLINA
36,Volkswagen,480,GOL,2022,Gol 1.0,30807,Álcool,Gasolina,9.1,13.3,10.1,14.4,36-480-2022,36-480-30807-2022,FLEX
27,Mitsubishi,384,LANCER,1998,Lancer 2.0 16V HL-T CVT,28912,Gasolina,N/D,9.1,N/D,10.6,N/D,27-384-1998,27-384-28912-1998,GASOLINA
36,Volkswagen,484,LOGUS,1995,Logus 2.0 i Wolfsburg Edition,21292,N/D,N/D,9.1,N/D,12.3,N/D,36-484-1995,36-484-21292-1995,N/D
17,Hyundai,2398,HB20,2020,HB20 1.0 Sense,30963,Álcool,Gasolina,9.1,12.8,10.1,14.6,17-2398-2020,17-2398-30963-2020,FLEX
36,Volkswagen,488,PASSAT VARIANT,1992,Passat Variant GL 2.0 i,1939,Gasolina,N/D,9.1,N/D,15.9,N/D,36-488-1992,36-488-1939-1992,GASOLINA
36,Volkswagen,480,GOL,2020,Gol 1.0 MPI (Flex),29440,Álcool,Gasolina,9.1,13.3,10.1,14.4,36-480-2020,36-480-29440-2020,FLEX
36,Volkswagen,488,PASSAT VARIANT,1993,Passat Variant GL 2.0 i,1939,Gasolina,N/D,9.1,N/D,15.9,N/D,36-488-1993,36-488-1939-1993,GASOLINA
17,Hyundai,2398,HB20,2016,HB20 1.0 Sense,30963,Álcool,Gasolina,9.1,12.8,10.1,14.6,17-2398-2016,17-2398-30963-2016,FLEX
17,Hyundai,2398,HB20,2018,HB20 1.0 Sense,30963,Álcool,Gasolina,9.1,12.8,10.1,14.6,17-2398-2018,17-2398-30963-2018,FLEX
17,Hyundai,2398,HB20,2015,HB20 1.0 Sense,30963,Álcool,Gasolina,9.1,12.8,10.1,14.6,17-2398-2015,17-2398-30963-2015,FLEX
17,Hyundai,2398,HB20,2014,HB20 1.0 Sense,30963,Álcool,Gasolina,9.1,12.8,10.1,14.6,17-2398-2014,17-2398-30963-2014,FLEX
17,Hyundai,2398,HB20,2013,HB20 1.0 Sense,30963,Álcool,Gasolina,9.1,12.8,10.1,14.6,17-2398-2013,17-2398-30963-2013,FLEX
17,Hyundai,2398,HB20,2017,HB20 1.0 Sense,30963,Álcool,Gasolina,9.1,12.8,10.1,14.6,17-2398-2017,17-2398-30963-2017,FLEX
36,Volkswagen,488,PASSAT VARIANT,1994,Passat Variant GL 2.0 i,1939,Gasolina,N/D,9.1,N/D,15.9,N/D,36-488-1994,36-488-1939-1994,GASOLINA
40,Outras,2759,YARIS SEDAN,2022,Yaris Sedan 1.5 XL Live CVT,30856,Álcool,Gasolina,9,13,10.6,14.5,40-2759-2022,40-2759-30856-2022,FLEX
40,Outras,761,BANDEIRANTE JIPE,1996,Bandeirante Jipe BJ50L 4x4 3.7 (teto lona),19595,N/D,N/D,9,N/D,11,N/D,40-761-1996,40-761-19595-1996,N/D
40,Outras,2758,YARIS HATCH,2022,Yaris 1.3 XL Live CVT,30855,Álcool,Gasolina,9,13.1,9.9,14.2,40-2758-2022,40-2758-30855-2022,FLEX
17,Hyundai,865,HR,2013,HR 2.5 CRDI,31020,Diesel,N/D,9,N/D,8.8,N/D,17-865-2013,17-865-31020-2013,DIESEL
30,Porsche,2697,718 BOXSTER,2018,Boxster 2.0 PDK,28076,Gasolina,N/D,9,N/D,12.2,N/D,30-2697-2018,30-2697-28076-2018,GASOLINA
17,Hyundai,865,HR,2011,HR 2.5 CRDI,31020,Diesel,N/D,9,N/D,8.8,N/D,17-865-2011,17-865-31020-2011,DIESEL
17,Hyundai,865,HR,2010,HR 2.5 CRDI,31020,Diesel,N/D,9,N/D,8.8,N/D,17-865-2010,17-865-31020-2010,DIESEL
17,Hyundai,865,HR,2009,HR 2.5 CRDI,31020,Diesel,N/D,9,N/D,8.8,N/D,17-865-2009,17-865-31020-2009,DIESEL
17,Hyundai,865,HR,2008,HR 2.5 CRDI,31020,Diesel,N/D,9,N/D,8.8,N/D,17-865-2008,17-865-31020-2008,DIESEL
31,Renault,431,CLIO,2012,Clio 1.0 16V (flex) 2p,13506,Álcool,Gasolina,9,N/D,11.5,N/D,31-431-2012,31-431-13506-2012,FLEX
30,Porsche,2697,718 BOXSTER,2019,718 Boxster 2.0 Turbo,29677,Gasolina,N/D,9,N/D,12.2,N/D,30-2697-2019,30-2697-29677-2019,GASOLINA
30,Porsche,2715,718 CAYMAN,2018,Cayman 2.0 PDK,28078,Gasolina,N/D,9,N/D,12.2,N/D,30-2715-2018,30-2715-28078-2018,GASOLINA
30,Porsche,2715,718 CAYMAN,2019,718 Cayman 2.0,29634,Gasolina,N/D,9,N/D,12.2,N/D,30-2715-2019,30-2715-29634-2019,GASOLINA
40,Outras,761,BANDEIRANTE JIPE,1995,Bandeirante Jipe BJ50L 4x4 3.7 (teto lona),19594,N/D,N/D,9,N/D,11,N/D,40-761-1995,40-761-19594-1995,N/D
17,Hyundai,865,HR,2022,HR 2.5 CRDI,31020,Diesel,N/D,9,N/D,8.8,N/D,17-865-2022,17-865-31020-2022,DIESEL
40,Outras,761,BANDEIRANTE JIPE,1994,Bandeirante Jipe BJ50L 4x4 3.7 (teto lona),19593,N/D,N/D,9,N/D,11,N/D,40-761-1994,40-761-19593-1994,N/D
36,Volkswagen,480,GOL,2021,Gol 1.0 MPI (Flex),30167,Álcool,Gasolina,9,12.9,9.9,14.2,36-480-2021,36-480-30167-2021,FLEX
35,Toyota,2758,YARIS HATCH,2022,Yaris 1.3 XL Live CVT,30855,Álcool,Gasolina,9,13.1,9.9,14.2,35-2758-2022,35-2758-30855-2022,FLEX
31,Renault,910,LOGAN,2021,Logan 1.0 Life,30095,Álcool,Gasolina,9,13.2,10,14.1,31-910-2021,31-910-30095-2021,FLEX
27,Mitsubishi,1110,L200 TRITON,2014,L200 Triton GL 2.4 (Flex),16032,Álcool,Gasolina,9,N/D,13,N/D,27-1110-2014,27-1110-16032-2014,FLEX
27,Mitsubishi,1110,L200 TRITON,2013,L200 Triton GL 2.4 (Flex),15890,Álcool,Gasolina,9,N/D,13,N/D,27-1110-2013,27-1110-15890-2013,FLEX
30,Porsche,2697,718 BOXSTER,2017,Boxster 2.0,26372,Gasolina,N/D,9,N/D,12.2,N/D,30-2697-2017,30-2697-26372-2017,GASOLINA
35,Toyota,2759,YARIS SEDAN,2022,Yaris Sedan 1.5 XL Live CVT,30856,Álcool,Gasolina,9,13,10.6,14.5,35-2759-2022,35-2759-30856-2022,FLEX
36,Volkswagen,495,VOYAGE,2020,Voyage 1.0 MPI (Flex),29539,Álcool,Gasolina,8.9,13.4,10.6,15.6,36-495-2020,36-495-29539-2020,FLEX
91,Effa,2673,K01,2019,K01 1.0 8V Picape simples,29465,Gasolina,N/D,8.9,N/D,9.7,N/D,91-2673-2019,91-2673-29465-2019,GASOLINA
36,Volkswagen,495,VOYAGE,2021,Voyage 1.0 MPI (Flex),30174,Álcool,Gasolina,8.9,13.4,10.6,15.6,36-495-2021,36-495-30174-2021,FLEX
36,Volkswagen,495,VOYAGE,2022,Voyage 1.0,30814,Álcool,Gasolina,8.9,13.4,10.6,15.6,36-495-2022,36-495-30814-2022,FLEX
28,Nissan,721,FRONTIER,2018,Frontier 2.3 TD CD SE 4x4 (Aut),28167,Diesel,N/D,8.9,N/D,10.1,N/D,28-721-2018,28-721-28167-2018,DIESEL
31,Renault,919,SANDERO,2009,Sandero 1.0 Life,30778,Álcool,Gasolina,8.8,13.2,9.2,13.5,31-919-2009,31-919-30778-2009,FLEX
28,Nissan,2314,MARCH,2017,March 1.0 12V Conforto (Flex),26077,Álcool,Gasolina,8.8,12.9,10.3,15.1,28-2314-2017,28-2314-26077-2017,FLEX
28,Nissan,2314,MARCH,2018,March 1.0 12V S (Flex),27602,Álcool,Gasolina,8.8,12.9,10.4,15,28-2314-2018,28-2314-27602-2018,FLEX
30,Porsche,1053,PANAMERA,2016,Panamera 3.6 V6 Edition,26011,Gasolina,N/D,8.8,N/D,14.5,N/D,30-1053-2016,30-1053-26011-2016,GASOLINA
27,Mitsubishi,1110,L200 TRITON,2018,L200 Triton 3.2 DID-H GL 4WD,27632,Diesel,N/D,8.8,N/D,10.6,N/D,27-1110-2018,27-1110-27632-2018,DIESEL
28,Nissan,2318,VERSA,2021,Versa V-Drive 1.0,30446,Álcool,Gasolina,8.8,12.9,10.5,15.3,28-2318-2021,28-2318-30446-2021,FLEX
30,Porsche,428,BOXSTER,2013,Boxster 2.7,14921,Gasolina,N/D,8.8,N/D,15.9,N/D,30-428-2013,30-428-14921-2013,GASOLINA
28,Nissan,2318,VERSA,2018,Versa 1.0 Conforto (Flex),27607,Álcool,Gasolina,8.8,12.9,10.5,15.3,28-2318-2018,28-2318-27607-2018,FLEX
28,Nissan,2318,VERSA,2020,Versa 1.0 Conforto (Flex),29573,Álcool,Gasolina,8.8,12.9,10.5,15.3,28-2318-2020,28-2318-29573-2020,FLEX
28,Nissan,2318,VERSA,2019,Versa 1.0 Conforto (Flex),29080,Álcool,Gasolina,8.8,12.9,10.5,15.3,28-2318-2019,28-2318-29080-2019,FLEX
28,Nissan,2314,MARCH,2019,March 1.0 S (Flex),29075,Álcool,Gasolina,8.8,12.9,10.5,15,28-2314-2019,28-2314-29075-2019,FLEX
28,Nissan,2314,MARCH,2016,March 1.0 SV (Flex),29565,Álcool,Gasolina,8.8,12.9,10.4,15,28-2314-2016,28-2314-29565-2016,FLEX
36,Volkswagen,480,GOL,2018,Gol 1.0 MPI City (Flex) 2p,27445,Álcool,Gasolina,8.8,12.9,10.3,14.5,36-480-2018,36-480-27445-2018,FLEX
36,Volkswagen,480,GOL,2019,Gol 1.0 MPI (Flex),28834,Álcool,Gasolina,8.8,12.9,10.3,14.5,36-480-2019,36-480-28834-2019,FLEX
31,Renault,919,SANDERO,2008,Sandero 1.0 Life,30778,Álcool,Gasolina,8.8,13.2,9.2,13.5,31-919-2008,31-919-30778-2008,FLEX
28,Nissan,2318,VERSA,2016,Versa V-Drive 1.0,30446,Álcool,Gasolina,8.8,12.9,10.5,15.3,28-2318-2016,28-2318-30446-2016,FLEX
28,Nissan,2318,VERSA,2015,Versa V-Drive 1.0,30446,Álcool,Gasolina,8.8,12.9,10.5,15.3,28-2318-2015,28-2318-30446-2015,FLEX
31,Renault,919,SANDERO,2010,Sandero 1.0 Life,30778,Álcool,Gasolina,8.8,13.2,9.2,13.5,31-919-2010,31-919-30778-2010,FLEX
31,Renault,919,SANDERO,2011,Sandero 1.0 Life,30778,Álcool,Gasolina,8.8,13.2,9.2,13.5,31-919-2011,31-919-30778-2011,FLEX
28,Nissan,2314,MARCH,2020,March 1.0 SV (Flex),29565,Álcool,Gasolina,8.8,12.9,10.4,15,28-2314-2020,28-2314-29565-2020,FLEX
28,Nissan,2314,MARCH,2015,March 1.0 SV (Flex),29565,Álcool,Gasolina,8.8,12.9,10.4,15,28-2314-2015,28-2314-29565-2015,FLEX
31,Renault,919,SANDERO,2021,Sandero 1.0 Life,30101,Álcool,Gasolina,8.8,13.2,9.2,13.5,31-919-2021,31-919-30101-2021,FLEX
29,Peugeot,1123,3008,2014,3008 1.6 THP Allure (Aut),15256,Gasolina,N/D,8.8,N/D,11.1,N/D,29-1123-2014,29-1123-15256-2014,GASOLINA
28,Nissan,2314,MARCH,2014,March 1.0 SV (Flex),29565,Álcool,Gasolina,8.8,12.9,10.4,15,28-2314-2014,28-2314-29565-2014,FLEX
31,Renault,919,SANDERO,2022,Sandero 1.0 Life,30778,Álcool,Gasolina,8.8,13.2,9.2,13.5,31-919-2022,31-919-30778-2022,FLEX
29,Peugeot,1123,3008,2013,3008 1.6 THP Allure,14603,Gasolina,N/D,8.8,N/D,11.1,N/D,29-1123-2013,29-1123-14603-2013,GASOLINA
27,Mitsubishi,2244,ASX,2017,ASX 2.0 16V,26881,Gasolina,N/D,8.7,N/D,10.3,N/D,27-2244-2017,27-2244-26881-2017,GASOLINA
27,Mitsubishi,2244,ASX,2015,ASX 2.0 16V,16833,Gasolina,N/D,8.7,N/D,10.3,N/D,27-2244-2015,27-2244-16833-2015,GASOLINA
27,Mitsubishi,2244,ASX,2016,ASX 2.0 16V,22183,Gasolina,N/D,8.7,N/D,10.3,N/D,27-2244-2016,27-2244-22183-2016,GASOLINA
36,Volkswagen,495,VOYAGE,2019,Voyage 1.0 MPI (Flex),28843,Álcool,Gasolina,8.7,12.9,10.5,15.4,36-495-2019,36-495-28843-2019,FLEX
22,Land Rover,681,DISCOVERY,2021,Discovery 3.0 D300 SE 4WD,31115,Diesel,N/D,8.7,N/D,10.4,N/D,22-681-2021,22-681-31115-2021,DIESEL
36,Volkswagen,495,VOYAGE,2018,Voyage 1.0 MPI City (Flex),27466,Álcool,Gasolina,8.7,12.9,10.5,15.4,36-495-2018,36-495-27466-2018,FLEX
36,Volkswagen,495,VOYAGE,2017,Voyage 1.0 MPI City (Flex),26890,Álcool,Gasolina,8.7,12.9,10.5,15.4,36-495-2017,36-495-26890-2017,FLEX
31,Renault,910,LOGAN,2012,Logan Authentique 1.0 16V (flex),13190,Álcool,Gasolina,8.7,N/D,11.9,N/D,31-910-2012,31-910-13190-2012,FLEX
31,Renault,910,LOGAN,2013,Logan Authentique 1.0 16V (flex),14234,Álcool,Gasolina,8.7,N/D,11.9,N/D,31-910-2013,31-910-14234-2013,FLEX
36,Volkswagen,495,VOYAGE,1987,Voyage CL 1.6,2043,N/D,N/D,8.6,N/D,11.7,N/D,36-495-1987,36-495-2043-1987,N/D
35,Toyota,2417,ETIOS HATCH,2020,Etios X 1.3 (Flex),29386,Álcool,Gasolina,8.6,12.6,9.8,14.2,35-2417-2020,35-2417-29386-2020,FLEX
35,Toyota,2417,ETIOS HATCH,2019,Etios X Standard 1.3 (Flex),28545,Álcool,Gasolina,8.6,12.6,9.8,14.2,35-2417-2019,35-2417-28545-2019,FLEX
35,Toyota,2417,ETIOS HATCH,2018,Etios X 1.3 (Flex),27136,Álcool,Gasolina,8.6,12.6,9.8,14.2,35-2417-2018,35-2417-27136-2018,FLEX
16,Honda,1036,CITY,2015,City 1.5 DX,30633,Álcool,Gasolina,8.6,12.4,10.3,14.6,16-1036-2015,16-1036-30633-2015,FLEX
16,Honda,1036,CITY,2014,City 1.5 DX,30633,Álcool,Gasolina,8.6,12.4,10.3,14.6,16-1036-2014,16-1036-30633-2014,FLEX
5,Chevrolet,2794,ONIX PLUS,2022,Onix Plus 1.0 Turbo (Aut),31055,Álcool,Gasolina,8.6,12,10.9,15,5-2794-2022,5-2794-31055-2022,FLEX
36,Volkswagen,495,VOYAGE,1988,Voyage CL 1.6,2043,N/D,N/D,8.6,N/D,11.7,N/D,36-495-1988,36-495-2043-1988,N/D
16,Honda,1036,CITY,2016,City 1.5 DX,30633,Álcool,Gasolina,8.6,12.4,10.3,14.6,16-1036-2016,16-1036-30633-2016,FLEX
36,Volkswagen,495,VOYAGE,1989,Voyage CL 1.6,2043,N/D,N/D,8.6,N/D,11.7,N/D,36-495-1989,36-495-2043-1989,N/D
4,BMW,2617,X4,2021,X4 2.0 xDrive30i M Sport,30611,Gasolina,N/D,8.6,N/D,10.4,N/D,4-2617-2021,4-2617-30611-2021,GASOLINA
36,Volkswagen,495,VOYAGE,1990,Voyage CL 1.6,2043,N/D,N/D,8.6,N/D,11.7,N/D,36-495-1990,36-495-2043-1990,N/D
16,Honda,1036,CITY,2013,City 1.5 DX,30633,Álcool,Gasolina,8.6,12.4,10.3,14.6,16-1036-2013,16-1036-30633-2013,FLEX
31,Renault,903,MEGANE GRAND TOUR,2011,Mégane Grand Tour Dynamique 1.6 16V (flex),13579,Álcool,Gasolina,8.6,N/D,11.3,N/D,31-903-2011,31-903-13579-2011,FLEX
36,Volkswagen,478,FOX,2018,Fox 1.0 MPI Trendline (Flex),27499,Álcool,Gasolina,8.6,12,9.3,14,36-478-2018,36-478-27499-2018,FLEX
35,Toyota,2417,ETIOS HATCH,2021,Etios 1.3 X,30454,Álcool,Gasolina,8.6,12.6,9.8,14.2,35-2417-2021,35-2417-30454-2021,FLEX
16,Honda,1036,CITY,2012,City 1.5 DX,30633,Álcool,Gasolina,8.6,12.4,10.3,14.6,16-1036-2012,16-1036-30633-2012,FLEX
16,Honda,1036,CITY,2021,City 1.5 DX,30633,Álcool,Gasolina,8.6,12.4,10.3,14.6,16-1036-2021,16-1036-30633-2021,FLEX
16,Honda,1036,CITY,2019,City 1.5 DX,30633,Álcool,Gasolina,8.6,12.4,10.3,14.6,16-1036-2019,16-1036-30633-2019,FLEX
16,Honda,1036,CITY,2018,City 1.5 DX,30633,Álcool,Gasolina,8.6,12.4,10.3,14.6,16-1036-2018,16-1036-30633-2018,FLEX
31,Renault,903,MEGANE GRAND TOUR,2012,Mégane Grand Tour Dynamique 1.6 16V (flex),12872,Álcool,Gasolina,8.6,N/D,11.3,N/D,31-903-2012,31-903-12872-2012,FLEX
16,Honda,1036,CITY,2017,City 1.5 DX,30633,Álcool,Gasolina,8.6,12.4,10.3,14.6,16-1036-2017,16-1036-30633-2017,FLEX
